Code INSEE région;Région;Nature;Date;Heure;Date - Heure;Consommation (MW);Thermique (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);Stockage batterie;Déstockage batterie;TCO Thermique (%);TCH Thermique (%);TCO Nucléaire (%);TCH Nucléaire (%);TCO Eolien (%);TCH Eolien (%);TCO Solaire (%);TCH Solaire (%);TCO Hydraulique (%);TCH Hydraulique (%);TCO Bioénergies (%);TCH Bioénergies (%);Column 68
53;Bretagne;Données temps réel;2026-08-08;08:15;2026-08-08T08:15:00+02:00;1499;0;0;287;83;83;0;45;1005;-1;0;0.0;0.0;0.0;;19.15;14.52;5.54;7.1;5.54;30.18;3.0;56.25;
75;Nouvelle-Aquitaine;Données temps réel;2026-08-08;08:15;2026-08-08T08:15:00+02:00;3407;20;3985;401;668;14;0;50;-1727;-4;0;0.59;3.66;116.97;60.11;11.77;17.92;19.61;9.37;0.41;0.63;1.47;14.53;
84;Auvergne-Rhône-Alpes;Données temps réel;2026-08-08;08:15;2026-08-08T08:15:00+02:00;4810;11;7350;49;508;2303;-794;81;-4698;0;0;0.23;1.15;152.81;54.16;1.02;6.14;10.56;12.12;47.88;20.11;1.68;43.09;
44;Grand Est;Données temps réel;2026-08-08;08:30;2026-08-08T08:30:00+02:00;3100;25;3509;599;492;501;-10;104;-2346;-1;226;0.81;0.81;113.19;32.43;19.32;11.52;15.87;17.86;16.16;21.77;3.35;38.66;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2026-08-08;08:30;2026-08-08T08:30:00+02:00;3914;15;0;8;485;586;0;115;2705;0;0;0.38;0.57;0.0;;0.2;6.61;12.39;16.35;14.97;18.16;2.94;37.58;
53;Bretagne;Données temps réel;2026-08-08;08:30;2026-08-08T08:30:00+02:00;1523;0;0;261;107;85;0;45;1029;-1;0;0.0;0.0;0.0;;17.14;13.21;7.03;9.15;5.58;30.91;2.95;56.25;
76;Occitanie;Données temps réel;2026-08-08;08:30;2026-08-08T08:30:00+02:00;3594;0;612;40;746;470;-207;94;1841;-2;0;0.0;0.0;17.03;23.36;1.11;2.17;20.76;13.72;13.08;8.76;2.62;52.81;
11;Île-de-France;Données temps réel;2026-08-08;08:30;2026-08-08T08:30:00+02:00;5374;0;0;14;81;13;0;167;5101;0;0;0.0;0.0;0.0;;0.26;9.59;1.51;14.11;0.24;68.42;3.11;47.71;
27;Bourgogne-Franche-Comté;Données temps réel;2026-08-08;08:30;2026-08-08T08:30:00+02:00;956;0;0;126;284;2;0;30;516;-2;0;0.0;0.0;0.0;;13.18;10.57;29.71;15.89;0.21;0.39;3.14;37.5;
28;Normandie;Données temps réel;2026-08-08;08:30;2026-08-08T08:30:00+02:00;2068;19;10257;235;80;9;0;72;-8603;0;0;0.92;2.49;495.99;83.66;11.36;14.29;3.87;11.41;0.44;31.03;3.48;48.65;
32;Hauts-de-France;Données temps réel;2026-08-08;08:30;2026-08-08T08:30:00+02:00;3741;544;3467;495;205;5;0;97;-1063;-7;0;14.54;22.77;92.68;63.5;13.23;7.45;5.48;17.03;0.13;125.0;2.59;49.74;
24;Centre-Val de Loire;Données temps réel;2026-08-08;08:30;2026-08-08T08:30:00+02:00;1315;0;7330;175;281;27;0;30;-6529;0;0;0.0;0.0;557.41;63.03;13.31;9.59;21.37;13.16;2.05;29.35;2.28;32.97;
84;Auvergne-Rhône-Alpes;Données temps réel;2026-08-08;08:30;2026-08-08T08:30:00+02:00;4877;11;7262;42;616;2238;-809;81;-4566;0;2;0.23;1.15;148.9;53.52;0.86;5.26;12.63;14.69;45.89;19.54;1.66;43.09;
52;Pays de la Loire;Données temps réel;2026-08-08;08:30;2026-08-08T08:30:00+02:00;1895;0;0;554;277;5;0;104;960;0;0;0.0;0.0;0.0;;29.23;22.56;14.62;11.61;0.26;50.0;5.49;114.29;
75;Nouvelle-Aquitaine;Données temps réel;2026-08-08;08:30;2026-08-08T08:30:00+02:00;3353;20;3979;361;874;14;0;50;-1945;0;0;0.6;3.66;118.67;60.02;10.77;16.13;26.07;12.25;0.42;0.63;1.49;14.53;
53;Bretagne;Données temps réel;2026-08-08;08:45;2026-08-08T08:45:00+02:00;1560;0;0;245;143;83;0;45;1047;-1;0;0.0;0.0;0.0;;15.71;12.4;9.17;12.23;5.32;30.18;2.88;56.25;
27;Bourgogne-Franche-Comté;Données temps réel;2026-08-08;08:45;2026-08-08T08:45:00+02:00;944;0;0;106;370;2;0;30;438;-2;0;0.0;0.0;0.0;;11.23;8.89;39.19;20.71;0.21;0.39;3.18;37.5;
52;Pays de la Loire;Données temps réel;2026-08-08;08:45;2026-08-08T08:45:00+02:00;1912;0;0;478;370;5;0;104;963;0;0;0.0;0.0;0.0;;25.0;19.46;19.35;15.51;0.26;50.0;5.44;114.29;
11;Île-de-France;Données temps réel;2026-08-08;08:45;2026-08-08T08:45:00+02:00;5363;0;0;8;102;13;0;169;5072;0;0;0.0;0.0;0.0;;0.15;5.48;1.9;17.77;0.24;68.42;3.15;48.29;
84;Auvergne-Rhône-Alpes;Données temps réel;2026-08-08;08:45;2026-08-08T08:45:00+02:00;5020;11;7173;40;797;2111;-808;81;-4386;-1;2;0.22;1.15;142.89;52.86;0.8;5.01;15.88;19.01;42.05;18.43;1.61;43.09;
32;Hauts-de-France;Données temps réel;2026-08-08;08:45;2026-08-08T08:45:00+02:00;3784;541;3456;361;261;5;0;97;-929;-8;0;14.3;22.65;91.33;63.3;9.54;5.43;6.9;21.68;0.13;125.0;2.56;49.74;
76;Occitanie;Données temps réel;2026-08-08;08:45;2026-08-08T08:45:00+02:00;3746;0;613;38;988;473;-599;94;2139;-2;0;0.0;0.0;16.36;23.4;1.01;2.07;26.37;18.18;12.63;8.82;2.51;52.81;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2026-08-08;08:45;2026-08-08T08:45:00+02:00;4009;15;0;12;621;579;0;115;2667;0;0;0.37;0.57;0.0;;0.3;9.92;15.49;20.93;14.44;17.94;2.87;37.58;
28;Normandie;Données temps réel;2026-08-08;08:45;2026-08-08T08:45:00+02:00;2083;19;10209;197;102;9;0;72;-8525;0;0;0.91;2.49;490.11;83.27;9.46;11.98;4.9;14.55;0.43;31.03;3.46;48.65;
24;Centre-Val de Loire;Données temps réel;2026-08-08;08:45;2026-08-08T08:45:00+02:00;1380;0;7328;110;390;27;0;30;-6505;0;0;0.0;0.0;531.01;63.01;7.97;6.03;28.26;18.27;1.96;29.35;2.17;32.97;
44;Grand Est;Données temps réel;2026-08-08;08:45;2026-08-08T08:45:00+02:00;3205;23;3497;508;624;478;-9;104;-2257;-1;239;0.72;0.75;109.11;32.32;15.85;9.77;19.47;22.66;14.91;20.77;3.24;38.66;
75;Nouvelle-Aquitaine;Données temps réel;2026-08-08;08:45;2026-08-08T08:45:00+02:00;3270;20;3878;281;1195;13;0;50;-2166;-1;0;0.61;3.66;118.59;58.49;8.59;12.56;36.54;16.76;0.4;0.58;1.53;14.53;
75;Nouvelle-Aquitaine;Données temps réel;2026-08-08;09:00;2026-08-08T09:00:00+02:00;3419;20;3898;232;1478;13;0;50;-2273;0;1;0.58;3.66;114.01;58.79;6.79;10.37;43.23;20.72;0.38;0.58;1.46;14.53;
27;Bourgogne-Franche-Comté;Données temps réel;2026-08-08;09:00;2026-08-08T09:00:00+02:00;961;0;0;90;430;2;0;30;411;-2;0;0.0;0.0;0.0;;9.37;7.55;44.75;24.06;0.21;0.39;3.12;37.5;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2026-08-08;09:00;2026-08-08T09:00:00+02:00;4154;15;0;13;753;593;0;116;2664;0;0;0.36;0.57;0.0;;0.31;10.74;18.13;25.38;14.28;18.38;2.79;37.91;
32;Hauts-de-France;Données temps réel;2026-08-08;09:00;2026-08-08T09:00:00+02:00;3866;567;3480;266;296;5;0;97;-845;0;0;14.67;23.73;90.02;63.74;6.88;4.0;7.66;24.58;0.13;125.0;2.51;49.74;
11;Île-de-France;Données temps réel;2026-08-08;09:00;2026-08-08T09:00:00+02:00;5521;0;0;7;120;13;0;169;5213;0;0;0.0;0.0;0.0;;0.13;4.79;2.17;20.91;0.24;68.42;3.06;48.29;
76;Occitanie;Données temps réel;2026-08-08;09:00;2026-08-08T09:00:00+02:00;3717;0;611;38;1239;447;-821;94;2109;-2;0;0.0;0.0;16.44;23.32;1.02;2.07;33.33;22.79;12.03;8.33;2.53;52.81;
44;Grand Est;Données temps réel;2026-08-08;09:00;2026-08-08T09:00:00+02:00;3175;24;3506;417;732;462;-9;104;-2191;0;132;0.76;0.78;110.43;32.4;13.13;8.02;23.06;26.58;14.55;20.08;3.28;38.66;
53;Bretagne;Données temps réel;2026-08-08;09:00;2026-08-08T09:00:00+02:00;1589;0;0;215;172;83;0;45;1078;-1;0;0.0;0.0;0.0;;13.53;10.88;10.82;14.71;5.22;30.18;2.83;56.25;
52;Pays de la Loire;Données temps réel;2026-08-08;09:00;2026-08-08T09:00:00+02:00;1928;0;0;421;451;5;0;104;956;0;0;0.0;0.0;0.0;;21.84;17.14;23.39;18.91;0.26;50.0;5.39;114.29;
24;Centre-Val de Loire;Données temps réel;2026-08-08;09:00;2026-08-08T09:00:00+02:00;1316;0;7336;84;453;27;0;30;-6613;0;0;0.0;0.0;557.45;63.08;6.38;4.61;34.42;21.22;2.05;29.35;2.28;32.97;
84;Auvergne-Rhône-Alpes;Données temps réel;2026-08-08;09:00;2026-08-08T09:00:00+02:00;5105;11;7115;35;931;1948;-807;81;-4203;-5;0;0.22;1.15;139.37;52.43;0.69;4.39;18.24;22.21;38.16;17.01;1.59;43.09;
28;Normandie;Données temps réel;2026-08-08;09:00;2026-08-08T09:00:00+02:00;2089;19;10236;162;117;9;0;72;-8527;0;0;0.91;2.49;490.0;83.49;7.75;9.85;5.6;16.69;0.43;31.03;3.45;48.65;
28;Normandie;Données temps réel;2026-08-08;09:15;2026-08-08T09:15:00+02:00;2112;19;10327;120;140;9;0;72;-8575;0;0;0.9;2.49;488.97;84.23;5.68;7.29;6.63;19.97;0.43;31.03;3.41;48.65;
53;Bretagne;Données temps réel;2026-08-08;09:15;2026-08-08T09:15:00+02:00;1575;0;0;175;183;77;0;45;1099;-1;0;0.0;0.0;0.0;;11.11;8.86;11.62;15.65;4.89;28.0;2.86;56.25;
24;Centre-Val de Loire;Données temps réel;2026-08-08;09:15;2026-08-08T09:15:00+02:00;1277;0;7320;64;547;27;0;30;-6711;0;0;0.0;0.0;573.22;62.94;5.01;3.51;42.83;25.62;2.11;29.35;2.35;32.97;
76;Occitanie;Données temps réel;2026-08-08;09:15;2026-08-08T09:15:00+02:00;3862;0;610;38;1478;432;-819;94;2029;0;0;0.0;0.0;15.79;23.28;0.98;2.07;38.27;27.19;11.19;8.05;2.43;52.81;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2026-08-08;09:15;2026-08-08T09:15:00+02:00;4223;15;0;12;890;503;0;115;2690;-3;0;0.36;0.57;0.0;;0.28;9.92;21.08;30.0;11.91;15.59;2.72;37.58;
52;Pays de la Loire;Données temps réel;2026-08-08;09:15;2026-08-08T09:15:00+02:00;1923;0;0;371;524;5;0;104;928;-2;0;0.0;0.0;0.0;;19.29;15.11;27.25;21.97;0.26;50.0;5.41;114.29;
11;Île-de-France;Données temps réel;2026-08-08;09:15;2026-08-08T09:15:00+02:00;5590;0;0;6;142;13;0;172;5258;0;0;0.0;0.0;0.0;;0.11;4.11;2.54;24.74;0.23;68.42;3.08;49.14;
44;Grand Est;Données temps réel;2026-08-08;09:15;2026-08-08T09:15:00+02:00;3209;24;3445;351;861;338;-10;104;-2047;0;142;0.75;0.78;107.35;31.84;10.94;6.75;26.83;31.26;10.53;14.69;3.24;38.66;
27;Bourgogne-Franche-Comté;Données temps réel;2026-08-08;09:15;2026-08-08T09:15:00+02:00;973;0;0;72;511;2;0;30;358;0;0;0.0;0.0;0.0;;7.4;6.04;52.52;28.6;0.21;0.39;3.08;37.5;
75;Nouvelle-Aquitaine;Données temps réel;2026-08-08;09:15;2026-08-08T09:15:00+02:00;3498;20;3864;172;1773;13;0;50;-2391;-4;0;0.57;3.66;110.46;58.28;4.92;7.69;50.69;24.86;0.37;0.58;1.43;14.53;
32;Hauts-de-France;Données temps réel;2026-08-08;09:15;2026-08-08T09:15:00+02:00;3939;551;3451;198;337;5;0;97;-700;-1;0;13.99;23.06;87.61;63.21;5.03;2.98;8.56;27.99;0.13;125.0;2.46;49.74;
84;Auvergne-Rhône-Alpes;Données temps réel;2026-08-08;09:15;2026-08-08T09:15:00+02:00;5046;11;6998;34;1117;1535;-968;81;-3757;-6;0;0.22;1.15;138.68;51.57;0.67;4.26;22.14;26.65;30.42;13.4;1.61;43.09;
76;Occitanie;Données temps réel;2026-08-08;09:30;2026-08-08T09:30:00+02:00;3945;0;610;39;1753;422;-816;94;1843;0;0;0.0;0.0;15.46;23.28;0.99;2.12;44.44;32.25;10.7;7.87;2.38;52.81;
84;Auvergne-Rhône-Alpes;Données temps réel;2026-08-08;09:30;2026-08-08T09:30:00+02:00;5112;11;6792;33;1294;1519;-969;80;-3643;-6;0;0.22;1.15;132.86;50.05;0.65;4.14;25.31;30.87;29.71;13.26;1.56;42.55;
27;Bourgogne-Franche-Comté;Données temps réel;2026-08-08;09:30;2026-08-08T09:30:00+02:00;1026;0;0;58;595;2;0;30;342;-1;0;0.0;0.0;0.0;;5.65;4.87;57.99;33.3;0.19;0.39;2.92;37.5;
52;Pays de la Loire;Données temps réel;2026-08-08;09:30;2026-08-08T09:30:00+02:00;1894;0;0;341;620;5;0;104;875;-41;0;0.0;0.0;0.0;;18.0;13.88;32.73;26.0;0.26;50.0;5.49;114.29;
53;Bretagne;Données temps réel;2026-08-08;09:30;2026-08-08T09:30:00+02:00;1593;0;0;148;217;69;0;45;1118;-1;0;0.0;0.0;0.0;;9.29;7.49;13.62;18.56;4.33;25.09;2.82;56.25;
11;Île-de-France;Données temps réel;2026-08-08;09:30;2026-08-08T09:30:00+02:00;5621;0;0;6;165;13;0;172;5267;0;0;0.0;0.0;0.0;;0.11;4.11;2.94;28.75;0.23;68.42;3.06;49.14;
32;Hauts-de-France;Données temps réel;2026-08-08;09:30;2026-08-08T09:30:00+02:00;3938;266;3456;181;404;5;0;96;-471;-1;2;6.75;11.13;87.76;63.3;4.6;2.72;10.26;33.55;0.13;125.0;2.44;49.23;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2026-08-08;09:30;2026-08-08T09:30:00+02:00;4328;15;0;13;1034;476;0;115;2675;0;0;0.35;0.57;0.0;;0.3;10.74;23.89;34.85;11.0;14.75;2.66;37.58;
75;Nouvelle-Aquitaine;Données temps réel;2026-08-08;09:30;2026-08-08T09:30:00+02:00;3512;20;3865;139;2083;14;0;50;-2655;-5;0;0.57;3.66;110.05;58.3;3.96;6.21;59.31;29.21;0.4;0.63;1.42;14.53;
44;Grand Est;Données temps réel;2026-08-08;09:30;2026-08-08T09:30:00+02:00;3164;26;3450;290;991;326;-10;104;-2036;-8;32;0.82;0.84;109.04;31.89;9.17;5.58;31.32;35.98;10.3;14.17;3.29;38.66;
24;Centre-Val de Loire;Données temps réel;2026-08-08;09:30;2026-08-08T09:30:00+02:00;1285;0;7339;52;644;27;0;30;-6805;0;0;0.0;0.0;571.13;63.1;4.05;2.85;50.12;30.16;2.1;29.35;2.33;32.97;
28;Normandie;Données temps réel;2026-08-08;09:30;2026-08-08T09:30:00+02:00;2131;19;10247;107;160;9;0;73;-8484;0;0;0.89;2.49;480.85;83.58;5.02;6.5;7.51;22.82;0.42;31.03;3.43;49.32;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2026-08-08;09:45;2026-08-08T09:45:00+02:00;4471;15;0;12;1166;401;0;115;2763;0;0;0.34;0.57;0.0;;0.27;9.92;26.08;39.3;8.97;12.43;2.57;37.58;
75;Nouvelle-Aquitaine;Données temps réel;2026-08-08;09:45;2026-08-08T09:45:00+02:00;3673;20;3843;106;2435;14;0;50;-2794;0;0;0.54;3.66;104.63;57.96;2.89;4.74;66.29;34.14;0.38;0.63;1.36;14.53;
24;Centre-Val de Loire;Données temps réel;2026-08-08;09:45;2026-08-08T09:45:00+02:00;1327;0;7361;38;763;27;0;30;-6893;0;0;0.0;0.0;554.71;63.29;2.86;2.08;57.5;35.74;2.03;29.35;2.26;32.97;
76;Occitanie;Données temps réel;2026-08-08;09:45;2026-08-08T09:45:00+02:00;4044;0;609;40;2021;419;-819;94;1680;0;0;0.0;0.0;15.06;23.24;0.99;2.17;49.98;37.18;10.36;7.81;2.32;52.81;
44;Grand Est;Données temps réel;2026-08-08;09:45;2026-08-08T09:45:00+02:00;3289;26;3437;250;1099;323;-10;104;-1888;-53;0;0.79;0.84;104.5;31.77;7.6;4.81;33.41;39.91;9.82;14.04;3.16;38.66;
11;Île-de-France;Données temps réel;2026-08-08;09:45;2026-08-08T09:45:00+02:00;5663;0;0;6;192;13;0;175;5279;0;0;0.0;0.0;0.0;;0.11;4.11;3.39;33.45;0.23;68.42;3.09;50.0;
53;Bretagne;Données temps réel;2026-08-08;09:45;2026-08-08T09:45:00+02:00;1623;0;0;123;275;63;0;45;1123;-1;0;0.0;0.0;0.0;;7.58;6.22;16.94;23.52;3.88;22.91;2.77;56.25;
52;Pays de la Loire;Données temps réel;2026-08-08;09:45;2026-08-08T09:45:00+02:00;1940;0;0;303;748;5;0;104;829;-42;0;0.0;0.0;0.0;;15.62;12.34;38.56;31.36;0.26;50.0;5.36;114.29;
28;Normandie;Données temps réel;2026-08-08;09:45;2026-08-08T09:45:00+02:00;2144;19;10038;87;189;9;0;72;-8271;0;0;0.89;2.49;468.19;81.88;4.06;5.29;8.82;26.96;0.42;31.03;3.36;48.65;
84;Auvergne-Rhône-Alpes;Données temps réel;2026-08-08;09:45;2026-08-08T09:45:00+02:00;5285;11;6575;34;1493;1479;-967;79;-3414;-5;0;0.21;1.15;124.41;48.45;0.64;4.26;28.25;35.62;27.98;12.91;1.49;42.02;
27;Bourgogne-Franche-Comté;Données temps réel;2026-08-08;09:45;2026-08-08T09:45:00+02:00;1063;0;0;50;676;2;0;30;306;0;0;0.0;0.0;0.0;;4.7;4.19;63.59;37.83;0.19;0.39;2.82;37.5;
32;Hauts-de-France;Données temps réel;2026-08-08;09:45;2026-08-08T09:45:00+02:00;3950;265;3267;169;459;5;0;97;-305;-6;0;6.71;11.09;82.71;59.84;4.28;2.54;11.62;38.12;0.13;125.0;2.46;49.74;
24;Centre-Val de Loire;Données temps réel;2026-08-08;10:00;2026-08-08T10:00:00+02:00;1335;0;7361;36;840;27;0;30;-6959;0;0;0.0;0.0;551.39;63.29;2.7;1.97;62.92;39.34;2.02;29.35;2.25;32.97;
27;Bourgogne-Franche-Comté;Données temps réel;2026-08-08;10:00;2026-08-08T10:00:00+02:00;1029;0;0;42;743;2;0;30;215;-2;0;0.0;0.0;0.0;;4.08;3.52;72.21;41.58;0.19;0.39;2.92;37.5;
44;Grand Est;Données temps réel;2026-08-08;10:00;2026-08-08T10:00:00+02:00;3237;24;3443;238;1218;329;-10;104;-1997;-111;0;0.74;0.78;106.36;31.82;7.35;4.58;37.63;44.23;10.16;14.3;3.21;38.66;
53;Bretagne;Données temps réel;2026-08-08;10:00;2026-08-08T10:00:00+02:00;1627;0;0;100;311;52;0;45;1124;-1;0;0.0;0.0;0.0;;6.15;5.06;19.11;26.6;3.2;18.91;2.77;56.25;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2026-08-08;10:00;2026-08-08T10:00:00+02:00;4511;10;0;10;1287;368;0;114;2722;0;0;0.22;0.38;0.0;;0.22;8.26;28.53;43.38;8.16;11.4;2.53;37.25;
28;Normandie;Données temps réel;2026-08-08;10:00;2026-08-08T10:00:00+02:00;2175;19;10063;87;210;9;0;71;-8283;0;0;0.87;2.49;462.67;82.08;4.0;5.29;9.66;29.96;0.41;31.03;3.26;47.97;
32;Hauts-de-France;Données temps réel;2026-08-08;10:00;2026-08-08T10:00:00+02:00;3998;280;3070;180;509;5;0;97;-147;0;5;7.0;11.72;76.79;56.23;4.5;2.71;12.73;42.28;0.13;125.0;2.43;49.74;
84;Auvergne-Rhône-Alpes;Données temps réel;2026-08-08;10:00;2026-08-08T10:00:00+02:00;5314;11;6405;33;1650;1475;-967;80;-3365;-7;0;0.21;1.15;120.53;47.2;0.62;4.14;31.05;39.36;27.76;12.88;1.51;42.55;
11;Île-de-France;Données temps réel;2026-08-08;10:00;2026-08-08T10:00:00+02:00;5816;0;0;6;212;13;0;177;5410;0;0;0.0;0.0;0.0;;0.1;4.11;3.65;36.93;0.22;68.42;3.04;50.57;
76;Occitanie;Données temps réel;2026-08-08;10:00;2026-08-08T10:00:00+02:00;4103;0;603;39;2224;416;-815;93;1543;-2;0;0.0;0.0;14.7;23.02;0.95;2.12;54.2;40.91;10.14;7.76;2.27;52.25;
75;Nouvelle-Aquitaine;Données temps réel;2026-08-08;10:00;2026-08-08T10:00:00+02:00;3650;20;3510;84;2713;13;0;50;-2742;0;0;0.55;3.66;96.16;52.94;2.3;3.75;74.33;38.04;0.36;0.58;1.37;14.53;
52;Pays de la Loire;Données temps réel;2026-08-08;10:00;2026-08-08T10:00:00+02:00;1962;0;0;265;835;5;0;104;805;-43;0;0.0;0.0;0.0;;13.51;10.79;42.56;35.01;0.25;50.0;5.3;114.29;
44;Grand Est;Données temps réel;2026-08-08;10:15;2026-08-08T10:15:00+02:00;3417;25;3431;209;1322;328;-10;104;-1986;-6;0;0.73;0.81;100.41;31.71;6.12;4.02;38.69;48.0;9.6;14.25;3.04;38.66;
76;Occitanie;Données temps réel;2026-08-08;10:15;2026-08-08T10:15:00+02:00;4155;0;605;42;2452;413;-818;93;1368;0;0;0.0;0.0;14.56;23.09;1.01;2.28;59.01;45.11;9.94;7.7;2.24;52.25;
24;Centre-Val de Loire;Données temps réel;2026-08-08;10:15;2026-08-08T10:15:00+02:00;1359;0;7345;33;934;27;0;30;-7011;0;0;0.0;0.0;540.47;63.16;2.43;1.81;68.73;43.75;1.99;29.35;2.21;32.97;
53;Bretagne;Données temps réel;2026-08-08;10:15;2026-08-08T10:15:00+02:00;1693;0;0;91;359;44;0;45;1158;0;0;0.0;0.0;0.0;;5.38;4.61;21.2;30.71;2.6;16.0;2.66;56.25;
52;Pays de la Loire;Données temps réel;2026-08-08;10:15;2026-08-08T10:15:00+02:00;2012;0;0;255;951;5;0;104;801;-96;0;0.0;0.0;0.0;;12.67;10.38;47.27;39.87;0.25;50.0;5.17;114.29;
32;Hauts-de-France;Données temps réel;2026-08-08;10:15;2026-08-08T10:15:00+02:00;4041;283;2858;198;551;5;0;97;57;-7;0;7.0;11.85;70.73;52.34;4.9;2.98;13.64;45.76;0.12;125.0;2.4;49.74;
84;Auvergne-Rhône-Alpes;Données temps réel;2026-08-08;10:15;2026-08-08T10:15:00+02:00;5301;11;6172;33;1796;1247;-969;79;-3062;-6;0;0.21;1.15;116.43;45.48;0.62;4.14;33.88;42.84;23.52;10.89;1.49;42.02;
28;Normandie;Données temps réel;2026-08-08;10:15;2026-08-08T10:15:00+02:00;2183;19;10031;90;234;9;0;73;-8274;0;0;0.87;2.49;459.51;81.82;4.12;5.47;10.72;33.38;0.41;31.03;3.34;49.32;
27;Bourgogne-Franche-Comté;Données temps réel;2026-08-08;10:15;2026-08-08T10:15:00+02:00;1041;0;0;41;817;2;0;30;151;0;0;0.0;0.0;0.0;;3.94;3.44;78.48;45.72;0.19;0.39;2.88;37.5;
75;Nouvelle-Aquitaine;Données temps réel;2026-08-08;10:15;2026-08-08T10:15:00+02:00;3734;20;2969;73;3023;13;0;50;-2413;-1;0;0.54;3.66;79.51;44.78;1.96;3.26;80.96;42.39;0.35;0.58;1.34;14.53;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2026-08-08;10:15;2026-08-08T10:15:00+02:00;4634;11;0;7;1391;264;0;115;2846;0;0;0.24;0.42;0.0;;0.15;5.79;30.02;46.88;5.7;8.18;2.48;37.58;
11;Île-de-France;Données temps réel;2026-08-08;10:15;2026-08-08T10:15:00+02:00;5900;0;0;6;230;13;0;177;5475;0;0;0.0;0.0;0.0;;0.1;4.11;3.9;40.07;0.22;68.42;3.0;50.57;
75;Nouvelle-Aquitaine;Données temps réel;2026-08-08;10:30;2026-08-08T10:30:00+02:00;3750;20;2652;68;3268;13;0;50;-2292;-29;0;0.53;3.66;70.72;40.0;1.81;3.04;87.15;45.82;0.35;0.58;1.33;14.53;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2026-08-08;10:30;2026-08-08T10:30:00+02:00;4661;40;0;7;1495;266;0;114;2739;0;0;0.86;1.52;0.0;;0.15;5.79;32.07;50.39;5.71;8.24;2.45;37.25;
76;Occitanie;Données temps réel;2026-08-08;10:30;2026-08-08T10:30:00+02:00;4251;0;609;42;2664;411;-817;93;1251;-2;0;0.0;0.0;14.33;23.24;0.99;2.28;62.67;49.01;9.67;7.66;2.19;52.25;
27;Bourgogne-Franche-Comté;Données temps réel;2026-08-08;10:30;2026-08-08T10:30:00+02:00;1059;0;0;36;879;2;0;30;114;-2;0;0.0;0.0;0.0;;3.4;3.02;83.0;49.19;0.19;0.39;2.83;37.5;
84;Auvergne-Rhône-Alpes;Données temps réel;2026-08-08;10:30;2026-08-08T10:30:00+02:00;5351;11;5940;31;1942;1186;-968;80;-2871;-1;0;0.21;1.15;111.01;43.77;0.58;3.88;36.29;46.33;22.16;10.36;1.5;42.55;
44;Grand Est;Données temps réel;2026-08-08;10:30;2026-08-08T10:30:00+02:00;3335;25;3429;200;1414;332;-17;104;-2133;-18;0;0.75;0.81;102.82;31.69;6.0;3.85;42.4;51.34;9.96;14.43;3.12;38.66;
52;Pays de la Loire;Données temps réel;2026-08-08;10:30;2026-08-08T10:30:00+02:00;2015;0;0;242;1052;5;0;104;697;-76;0;0.0;0.0;0.0;;12.01;9.85;52.21;44.11;0.25;50.0;5.16;114.29;
28;Normandie;Données temps réel;2026-08-08;10:30;2026-08-08T10:30:00+02:00;2209;19;9465;102;263;9;0;72;-7721;0;0;0.86;2.49;428.47;77.2;4.62;6.2;11.91;37.52;0.41;31.03;3.26;48.65;
24;Centre-Val de Loire;Données temps réel;2026-08-08;10:30;2026-08-08T10:30:00+02:00;1337;0;7346;33;1030;27;0;30;-7128;0;0;0.0;0.0;549.44;63.16;2.47;1.81;77.04;48.24;2.02;29.35;2.24;32.97;
32;Hauts-de-France;Données temps réel;2026-08-08;10:30;2026-08-08T10:30:00+02:00;4080;282;2824;229;595;5;0;97;58;-8;0;6.91;11.8;69.22;51.72;5.61;3.45;14.58;49.42;0.12;125.0;2.38;49.74;
53;Bretagne;Données temps réel;2026-08-08;10:30;2026-08-08T10:30:00+02:00;1689;0;0;78;406;31;0;45;1132;0;0;0.0;0.0;0.0;;4.62;3.95;24.04;34.73;1.84;11.27;2.66;56.25;
11;Île-de-France;Données temps réel;2026-08-08;10:30;2026-08-08T10:30:00+02:00;5961;0;0;6;253;13;0;177;5514;0;0;0.0;0.0;0.0;;0.1;4.11;4.24;44.08;0.22;68.42;2.97;50.57;
52;Pays de la Loire;Données temps réel;2026-08-08;10:45;2026-08-08T10:45:00+02:00;2019;0;0;215;1143;5;0;104;618;-61;0;0.0;0.0;0.0;;10.65;8.75;56.61;47.92;0.25;50.0;5.15;114.29;
32;Hauts-de-France;Données temps réel;2026-08-08;10:45;2026-08-08T10:45:00+02:00;3993;280;2828;244;631;5;0;98;-87;-6;0;7.01;11.72;70.82;51.79;6.11;3.67;15.8;52.41;0.13;125.0;2.45;50.26;
